f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,grade
247,4.2553191489,1,22.4782608696,517,30,436,36,23,111,49,1200,9
220,4.7677419355,4,17.8846153846,465,42,374,52,26,133,83,1201,12
139,3.8325,2,15.3846153846,400,16,336,30,26,80,36,1202,8
174,4.1169154229,0,11.8235294118,402,26,326,40,34,102,34,1203,8
208,4.2833333333,1,17.1428571429,480,30,385,47,28,125,46,1204,9
172,4.4587155963,2,18.1666666667,327,22,261,34,18,88,42,1205,8
227,4.5558035714,1,11.7894736842,448,27,307,61,38,168,59,1206,11
234,4.5143487859,2,18.12,453,34,353,54,25,134,64,1207,8
97,3.7125506073,4,20.5833333333,247,11,218,12,12,40,11,1208,7
170,4.5127388535,0,12.56,314,18,244,45,25,88,33,1209,8
183,4.1458823529,4,14.6551724138,425,41,380,42,29,86,34,1210,8
184,4.4915254237,2,15.8846153846,413,41,345,35,26,109,57,1211,9
165,4.3294930876,2,18.0833333333,434,20,331,36,24,123,44,1212,9
154,4.6840659341,0,15.8260869565,364,8,241,46,23,131,58,1213,8
210,4.5218295218,0,10.4565217391,481,28,376,59,46,133,72,1214,10
184,3.9125799574,1,23.45,469,35,380,42,20,124,33,1215,8
187,4.4759206799,0,19.6111111111,353,30,298,34,18,85,38,1216,9
61,3.84,0,16.6666666667,100,4,87,6,6,17,8,1217,4
207,4.4091858038,1,14.96875,479,31,372,53,32,138,57,1218,9
190,4.0690690691,3,18.5,333,22,280,26,18,75,24,1219,8
235,4.3496659243,1,12.4722222222,449,24,349,53,36,124,52,1220,10
233,4.3579766537,3,19.7692307692,514,38,426,29,26,126,51,1221,10
98,4.1931818182,0,12.5714285714,176,14,133,30,14,57,14,1222,6
177,4.4976958525,1,15.5,434,34,350,34,28,118,49,1223,9
216,4.1970021413,4,18.68,467,23,380,38,25,110,41,1224,9
157,4.1798941799,1,14.5384615385,378,24,326,29,26,76,42,1225,8
194,4.3505617978,1,17.1153846154,445,44,383,35,26,106,49,1226,8
120,4.593220339,0,11.8,177,19,145,20,15,51,26,1227,8
111,4.00390625,1,23.2727272727,256,20,215,14,11,61,13,1228,8
170,4.1351351351,3,13.875,444,34,395,46,32,83,38,1229,8
222,4.185031185,2,15.5161290323,481,25,408,42,31,98,43,1230,10
86,4.1761363636,0,22,176,15,155,9,8,36,9,1231,6
172,4.7458563536,2,15.0833333333,362,41,307,39,24,96,49,1232,10
202,4.5139186296,1,11.9743589744,467,49,409,61,39,107,50,1233,9
187,4.1273584906,0,15.1428571429,424,27,359,48,28,92,49,1234,8
169,4.366568915,2,17.05,341,28,273,48,20,96,42,1236,10
236,4.4653846154,1,13,520,35,413,68,40,142,57,1237,11
168,4.5217391304,2,12.3846153846,322,27,278,39,26,71,44,1238,10
240,4.0321361059,1,16.53125,529,44,446,64,32,127,42,1239,11
215,4.2113636364,3,15.1724137931,440,33,378,62,29,95,44,1240,10
172,3.9715099715,1,13.5,351,21,292,31,26,80,28,1241,9
152,4.2813688213,2,11.4347826087,263,16,218,24,23,61,25,1242,8
144,4.115755627,2,20.7333333333,311,31,274,32,15,68,27,1243,9
193,4.0353817505,0,21.48,537,21,410,40,25,148,41,1244,8
170,4.3103448276,0,15.08,377,22,293,31,25,106,45,1245,10
146,4.0673400673,0,11.4230769231,297,15,211,29,26,101,19,1246,7
131,4.2094017094,0,21.2727272727,234,15,187,19,11,62,21,1247,8
133,4.3316582915,2,17.3043478261,398,33,319,33,23,112,44,1248,8
279,4.1907692308,1,12.037037037,650,51,530,93,54,171,66,1249,10
364,4.5624195624,1,15.54,777,44,581,88,50,240,101,1250,12
170,4.0465631929,1,13.6666666667,451,29,383,45,33,97,39,1251,8
240,4.223325062,4,8.7608695652,403,31,340,67,46,94,48,1252,11
52,4.1052631579,0,95,95,8,80,2,1,23,8,1253,4
180,4.2883116883,0,16.0416666667,385,32,322,28,24,95,37,1254,8
242,4.2655462185,6,15.6578947368,595,46,490,62,38,151,69,1255,11
213,4.1176470588,5,13.7096774194,425,45,382,48,31,88,35,1256,8
212,4.2431865828,1,13.25,477,22,393,52,36,106,50,1257,9
265,4.3551587302,1,15.75,504,34,406,63,32,132,65,1258,12
207,4.2035175879,2,14.7407407407,398,26,340,41,27,84,43,1259,10
139,4.2,1,15.25,305,23,223,32,20,105,21,1260,8
175,4.2103896104,0,16.7391304348,385,13,293,31,23,105,21,1261,9
163,4.0172413793,2,16.24,406,21,345,36,25,82,26,1262,8
157,4.1151685393,2,18.7368421053,356,20,299,27,19,77,26,1263,9
198,4.4634146341,2,16.0434782609,369,38,323,43,23,84,37,1264,9
209,4.2440944882,0,13.1379310345,381,36,312,46,29,105,37,1265,10
141,3.9834983498,1,17.8235294118,303,12,259,20,17,56,17,1266,8
165,4.4114114114,0,12.8076923077,333,26,276,34,26,83,41,1267,8
139,4.0923076923,4,16.25,325,19,278,22,20,66,30,1268,8
219,4.818401937,1,15.2962962963,413,34,346,47,27,101,75,1269,11
138,4.2302158273,0,18.5333333333,278,26,231,29,15,73,22,1270,10
180,4.5664556962,2,11.2857142857,316,31,269,34,28,78,37,1271,8
209,3.9904988124,0,14.5172413793,421,19,358,43,29,82,40,1272,9
238,4.2522123894,3,18.08,452,27,369,45,25,110,47,1273,10
88,4.0935251799,1,9.9285714286,139,7,107,21,14,39,12,1274,6
155,4.0916442049,0,15.4583333333,371,18,305,30,24,84,37,1275,7
145,4.0398773006,3,16.3,326,11,279,26,20,58,26,1276,8
103,4.48046875,0,12.8,256,11,192,34,20,75,23,1277,7
117,4.1621621622,1,19.9230769231,259,20,223,19,13,56,20,1278,8
173,4.3581661891,3,15.8636363636,349,19,258,32,22,110,38,1279,9
132,4.1548117155,0,21.7272727273,239,17,193,24,11,63,29,1280,6
132,4.4824902724,0,14.2777777778,257,27,201,31,18,83,30,1281,8
246,4.2246963563,1,15.4375,494,37,392,54,32,139,46,1282,10
191,4.4943181818,0,14.08,352,21,275,48,25,98,37,1283,10
189,4.2692307692,1,13.9285714286,390,39,337,49,28,92,42,1284,8
141,4.2199312715,3,10.0344827586,291,18,234,31,29,75,28,1285,8
109,4.4656862745,2,15.6923076923,204,13,149,14,13,68,22,1286,8
194,4.3848238482,0,16.0434782609,369,35,309,36,23,95,41,1287,10
229,4.3106060606,5,20.3076923077,528,29,440,50,26,117,61,1288,10
137,4.1118881119,1,17.875,286,14,234,17,16,66,26,1289,7
198,4.3654390935,3,10.696969697,353,21,287,41,33,87,40,1290,8
162,4.1392405063,0,13.1666666667,316,14,260,32,24,70,28,1291,8
142,4.0769230769,1,14.1304347826,325,16,280,37,23,61,23,1292,8
153,4.213740458,0,16.375,262,19,216,20,16,65,21,1293,7
236,4.0849909584,3,16.2647058824,553,45,473,63,34,125,40,1294,9
60,4.425,1,13.3333333333,80,4,62,7,6,22,11,1295,4
233,4.2622601279,0,33.5,469,32,390,17,14,111,45,1296,9
147,4.5579710145,1,12.5454545455,276,25,227,28,22,74,37,1297,8
145,4.26,0,15.625,250,17,200,31,16,67,23,1298,7
268,4.4491017964,3,15.65625,501,34,409,75,32,126,53,1299,11
158,4.2005813953,0,10.4242424242,344,21,284,39,33,81,34,1300,7
152,4.6583629893,0,18.7333333333,281,21,226,18,15,76,35,1301,8
176,4.3146666667,0,12.9310344828,375,33,323,48,29,85,49,1302,10
184,4.2415902141,0,18.1666666667,327,34,293,28,18,68,36,1303,7
296,4.8661257606,2,13.6944444444,493,42,389,49,36,146,81,1304,11
205,4.3517699115,3,11.8947368421,452,38,373,68,38,117,50,1305,11
173,4.4041994751,5,14.6538461538,381,28,303,53,26,106,48,1306,8
178,4.4673913043,2,16,368,25,299,35,23,94,59,1307,9
147,4.2333333333,2,17.7272727273,390,38,347,28,22,81,35,1308,9
191,3.834,2,23.8095238095,500,25,414,26,21,111,37,1309,8
151,4.2203389831,0,24.5833333333,295,17,244,22,12,68,30,1310,7
211,4.4064837905,0,19.0952380952,401,21,309,46,21,113,43,1311,10
201,4.275862069,1,13.0967741935,406,34,345,51,31,95,37,1312,9
135,4.3573883162,1,14.55,291,27,232,33,20,86,37,1313,8
278,4.5198618307,5,16.0833333333,579,40,469,69,36,150,76,1314,10
241,4.3183391003,1,17,578,34,455,77,34,157,70,1315,9
196,4.4545454545,3,13.2916666667,319,24,268,36,24,75,47,1316,9
180,4.25,1,18.2857142857,384,32,325,42,21,91,40,1317,8
134,3.9769820972,3,17,391,23,332,29,23,82,31,1318,8
161,3.897260274,0,17.52,438,20,362,35,25,96,37,1319,9
260,4.3881578947,1,15.2,608,44,507,67,40,145,70,1320,11
262,4.3594009983,2,16.2432432432,601,44,493,71,37,152,57,1321,9
182,4.1751412429,1,16.8571428571,354,20,286,35,21,88,37,1322,9
154,4.3122807018,1,21.9230769231,285,19,226,23,13,78,26,1323,8
174,4.2578125,0,18.2857142857,384,23,314,37,21,93,44,1324,8
265,4.3214953271,2,10.9183673469,535,36,440,84,49,131,58,1325,10
155,3.8188235294,10,11.8055555556,425,11,334,51,36,102,31,1326,8
240,4.365530303,1,17.6,528,27,429,80,30,126,60,1327,11
188,4.1378555799,1,15.7586206897,457,35,384,34,29,108,39,1328,8
143,4.5575539568,0,13.2380952381,278,17,226,31,21,69,33,1329,7
200,4.0917225951,0,15.9642857143,447,29,372,31,28,104,40,1330,8
282,4.3739424704,2,15.1538461538,591,46,512,74,39,125,76,1331,9
191,4.4645669291,3,14.1111111111,381,22,304,46,27,99,47,1332,9
164,4.150997151,2,12.1034482759,351,29,285,32,29,95,31,1333,8
116,4.0739130435,0,19.1666666667,230,17,198,18,12,49,23,1334,8
103,4.2338308458,0,20.1,201,11,151,20,10,61,18,1335,7
235,4.2335526316,2,12.9361702128,608,31,485,69,47,154,71,1336,10
96,4.0402298851,0,12.4285714286,174,10,139,16,14,45,15,1337,8
216,4.5064456722,3,18.724137931,543,50,449,49,29,144,70,1338,9
123,4.0560471976,4,33.9,339,15,268,31,10,86,17,1339,8
176,4.5753012048,3,13.28,332,31,282,28,25,81,45,1340,8
212,4.5524344569,3,16.1818181818,534,31,426,70,33,139,73,1341,10
137,4.2436708861,2,22.5714285714,316,28,264,22,14,80,17,1342,8
157,4.626911315,0,13.625,327,31,259,37,24,99,44,1343,8
185,4.2739726027,0,14.6,365,26,303,44,25,88,33,1344,8
171,4.6196473552,0,15.2692307692,397,31,324,38,26,104,54,1345,8
130,4.3415492958,0,28.4,284,18,239,20,10,63,22,1346,8
129,4.3632286996,2,18.5833333333,223,11,163,20,12,71,28,1347,8
105,4.2791878173,0,11.5882352941,197,12,160,19,17,49,21,1348,7
248,4.4863157895,2,17.5925925926,475,35,378,38,27,132,69,1349,11
232,4.4211576846,2,18.5555555556,501,43,430,34,27,114,58,1350,10
183,4.1983695652,1,9.9459459459,368,26,300,50,37,94,35,1351,9
151,4.9198813056,0,17.7368421053,337,25,256,36,19,106,56,1352,8
201,4.4191176471,1,17,408,24,297,42,24,135,47,1353,10
103,4.6168582375,0,17.4,261,16,208,26,15,69,42,1354,8
161,4.1959287532,6,21.8333333333,393,19,337,30,18,75,37,1355,8
165,4.2597864769,0,10.4074074074,281,23,232,31,27,72,32,1356,8
169,4.3460559796,0,10.9166666667,393,21,303,50,36,111,44,1357,8
199,4.3201663202,0,14.1470588235,481,31,370,83,34,142,39,1358,11
224,4.4157549234,0,14.28125,457,32,342,69,32,147,51,1359,11
182,4.7419354839,3,15.5,372,31,300,46,24,103,55,1360,8
253,4.597826087,6,14.375,460,33,368,72,32,125,66,1361,10
206,4.5523809524,5,15,420,25,321,45,28,124,56,1362,9
214,4.4658227848,1,11.2857142857,395,28,323,60,35,100,56,1363,8
198,4.5429864253,0,21.0476190476,442,47,372,34,21,117,54,1364,9
151,4.1830508475,0,15.5263157895,295,20,251,26,19,64,29,1365,8
153,4.1944444444,2,20,360,42,311,26,18,91,32,1366,8
70,4.0396039604,0,16.8333333333,101,6,77,6,6,30,6,1367,6
128,4.3905109489,2,27.4,274,22,221,25,10,75,28,1368,7
210,4.080760095,0,15.0357142857,421,34,357,38,28,98,39,1369,9
154,4.3850129199,3,15.48,387,27,295,39,25,119,44,1370,9
254,4.4194756554,0,15.7058823529,534,48,441,61,34,141,68,1371,12
151,4.4389534884,1,17.2,344,29,293,34,20,80,36,1372,8
157,4.5186335404,0,16.9473684211,322,22,251,28,19,93,43,1373,8
145,4.1705426357,6,16.125,387,29,317,45,24,99,34,1374,10
200,4.1184210526,0,14.7096774194,456,19,365,60,31,110,40,1375,10
134,4.2411067194,1,23,253,17,220,17,11,50,28,1376,8
142,4.1106557377,0,11.619047619,244,16,206,32,21,54,28,1377,8
171,4.0337477798,4,15.6388888889,563,43,499,52,36,107,48,1378,9
202,4.6153846154,4,20.5263157895,390,31,313,45,19,108,57,1379,10
248,4.3816046967,0,16.4838709677,511,41,424,53,31,128,62,1380,12
138,4.1724137931,1,17.4,261,19,221,19,15,59,21,1381,8
201,4.3806146572,1,16.2692307692,423,29,318,54,26,134,57,1382,10
194,4.109375,1,17.2307692308,448,28,380,38,26,96,31,1383,9
207,4.3676092545,0,13.8928571429,389,30,323,51,28,96,37,1384,10
217,4.7334754797,1,18.76,469,37,369,58,25,137,72,1385,9
154,4.4952681388,0,13.2083333333,317,27,230,40,24,114,46,1386,9
135,4.4474576271,1,16.3888888889,295,15,238,20,18,72,31,1387,7
162,4.335347432,0,10.34375,331,19,268,36,32,82,47,1388,8
185,4.3603082852,0,14.027027027,519,24,400,51,37,143,69,1389,8
177,4.0333333333,0,20,360,24,276,34,18,108,25,1390,8
151,4.4105571848,3,13.64,341,15,261,39,25,95,40,1391,8
153,4.2374670185,0,14.5769230769,379,26,312,32,26,93,46,1392,5
276,4.4184168013,1,21.3448275862,619,72,523,82,29,168,60,1393,11
144,4.3708333333,2,10.4347826087,240,19,193,33,23,66,32,1394,6
195,4.3315926893,2,14.7307692308,383,17,272,39,26,128,33,1395,9
138,4.6301886792,0,17.6666666667,265,23,202,28,15,86,34,1396,9
112,3.660944206,0,21.1818181818,233,14,196,20,11,51,14,1397,7
172,4.0911111111,2,11.25,450,32,361,61,40,121,32,1398,9
178,4.1752808989,0,20.2272727273,445,39,395,51,22,89,49,1399,8
149,4.0566502463,1,16.9166666667,406,11,336,37,24,81,24,1400,9
227,4.0442307692,1,16.7741935484,520,43,459,62,31,104,47,1401,10
140,4.3625954198,1,12.4761904762,262,27,223,26,21,66,35,1402,9
176,4.0906515581,0,11.7666666667,353,21,277,41,30,97,30,1403,11
234,4.6266924565,2,14.7714285714,517,35,404,52,35,148,73,1404,10
149,4.2233502538,1,20.7368421053,394,18,296,42,19,116,32,1405,9
198,4.5665024631,0,19.3333333333,406,33,331,25,21,108,44,1406,9
153,4.3125,1,11.0344827586,320,28,266,39,29,82,31,1407,10
155,4.6525679758,2,11.4137931034,331,30,270,50,29,91,50,1408,8
168,4.2944606414,0,18.0526315789,343,18,282,27,19,79,30,1409,9
146,4.6652542373,0,18.1538461538,236,25,203,32,13,58,28,1410,7
242,4.1159695817,3,15.4705882353,526,28,424,52,34,130,47,1411,11
177,4.3290816327,0,13.0666666667,392,17,329,40,30,80,37,1412,10
193,4.1010362694,1,12.0625,386,36,343,51,32,79,43,1413,9
133,4.3474903475,0,14.3888888889,259,14,200,29,18,73,24,1414,8
273,4.6995153473,3,15.8717948718,619,41,477,85,39,183,96,1415,12
138,4.3556485356,1,21.7272727273,239,17,188,25,11,68,27,1416,8
234,4.6378504673,1,10.9743589744,428,29,322,66,39,135,64,1417,10
178,3.9170854271,1,10.4736842105,398,23,339,39,38,82,24,1418,8
209,4.7426470588,1,22.6666666667,408,25,315,52,18,118,63,1419,10
162,4.2613636364,0,19.5555555556,352,20,295,36,18,77,33,1420,8
119,4.0103092784,0,16.1666666667,194,5,153,21,12,46,10,1421,6
257,4.1567291312,7,12.2291666667,587,47,507,67,48,127,55,1422,8
181,4.1454081633,0,17.0434782609,392,17,317,37,23,92,27,1423,8
178,4.4484304933,1,15.3793103448,446,22,349,50,29,119,64,1424,10
159,4.4071146245,3,14.0555555556,253,19,213,28,18,59,35,1425,8
193,4.216802168,0,41,369,29,309,17,9,89,37,1426,10
239,4.5257936508,2,16.2580645161,504,36,393,69,31,147,83,1427,11
114,4.2085561497,0,17,187,8,151,17,11,44,21,1428,6
108,3.9823788546,2,17.4615384615,227,12,192,15,13,47,13,1429,7
122,4.4698795181,0,15.5625,249,14,197,26,16,66,30,1430,8
82,4.9594594595,0,18.5,148,22,130,13,8,40,23,1431,6
164,4.1139896373,3,21.4444444444,386,20,308,23,18,98,32,1432,8
129,4.1961538462,1,20,260,16,203,21,13,73,24,1437,8
53,4.5,0,21.5,86,6,64,8,4,28,11,1474,4
14,3.7333333333,0,15,15,4,17,1,1,2,1,1786,2
128,4.3282608696,0,30.6666666667,460,16,369,18,15,107,34,1433,8
185,4.0891566265,0,13.3870967742,415,34,360,46,31,89,47,1434,9
201,4.3310185185,0,16.6153846154,432,29,358,41,26,103,41,1435,10
189,4.4495912807,1,15.9565217391,367,33,305,54,23,95,47,1436,8
173,4.2347826087,1,17.25,345,23,287,28,20,81,38,1438,9
185,4.2059496568,0,14.0967741935,437,23,364,39,31,96,50,1439,10
210,4.3083941606,2,17.125,548,49,438,62,32,159,56,1440,10
136,4.37890625,0,15.0588235294,256,16,213,30,17,59,33,1441,8
92,3.8092783505,0,24.25,194,5,167,10,8,32,16,1442,6
317,4.9966611018,5,19.3225806452,599,59,472,77,31,186,127,1443,12
181,4.5987654321,0,14.7272727273,324,24,246,38,22,102,48,1444,10
150,4.346875,1,14.5454545455,320,13,244,25,22,89,44,1445,8
199,4.4416873449,1,17.5217391304,403,28,333,32,23,98,52,1446,10
259,4.8168224299,4,23.2608695652,535,56,443,51,23,148,90,1447,12
174,4.5182926829,0,17.2631578947,328,27,267,22,19,88,41,1448,9
159,4.5123152709,0,15.6153846154,406,15,307,39,26,114,55,1449,9
204,4.4663212435,1,17.5454545455,386,46,321,38,22,111,47,1450,10
174,4.2265446224,0,14.5666666667,437,24,366,52,30,95,38,1451,9
258,4.6456400742,2,13.8205128205,539,44,421,73,39,162,75,1452,12
201,4.2552693208,2,13.34375,427,29,344,48,32,112,37,1453,9
280,4.6593625498,3,13.2105263158,502,55,421,69,38,136,80,1454,11
148,4.1111111111,0,12.8076923077,333,11,269,41,26,75,28,1455,8
254,4.157164869,1,16.225,649,26,517,72,40,158,61,1456,10
131,4.2784810127,2,16.9285714286,237,6,177,31,14,66,26,1457,7
188,4.9616613419,1,14.9047619048,313,25,243,32,21,95,56,1458,9
149,4.0911680912,3,16.7142857143,351,24,300,32,21,75,29,1459,8
208,4.4404761905,0,17.5,420,44,359,42,24,105,42,1460,10
126,4.5226130653,0,15.3076923077,199,10,149,22,13,60,24,1461,6
96,4.7459016393,0,11.0909090909,122,8,94,15,11,36,23,1462,7
118,3.9547738693,1,12.4375,199,21,192,22,16,28,17,1463,8
240,4.2899628253,3,19.2142857143,538,30,343,62,28,225,44,1464,10
152,4.3639344262,0,11.7307692308,305,26,239,46,26,92,45,1465,8
121,4.1471861472,2,10.5,231,11,188,28,22,54,28,1466,8
219,4.6460807601,3,17.5416666667,421,40,335,54,24,126,67,1467,10
162,4.3596214511,2,10.5666666667,317,25,258,45,30,84,41,1468,9
224,4.3668639053,0,15.84375,507,24,394,45,32,137,54,1469,8
195,4.5179856115,1,16.68,417,30,330,35,25,117,62,1470,10
173,4.1797101449,1,12.3214285714,345,23,296,28,28,72,25,1471,8
135,4.2775665399,0,21.9166666667,263,15,221,28,12,57,29,1472,8
109,3.7115384615,0,26,208,10,172,10,8,46,7,1473,6
162,4.4857142857,0,20.5882352941,350,23,270,27,17,103,51,1475,8
164,4.4845070423,0,14.2,355,27,293,29,25,89,41,1476,9
105,3.7554585153,0,45.8,229,14,204,7,5,39,15,1477,6
186,4.3810888252,1,14.5416666667,349,17,277,42,24,89,34,1478,9
109,4.0530035336,3,21.7692307692,283,11,251,16,13,43,19,1479,7
170,4.0684596577,0,20.45,409,12,334,40,20,87,34,1480,9
122,3.9637096774,2,19.0769230769,248,13,202,20,13,59,23,1481,7
132,4.2045454545,0,22,220,20,195,17,10,45,20,1482,7
94,4.2868217054,1,16.125,129,11,107,13,8,33,12,1483,6
206,4.2168367347,1,17.8181818182,392,17,305,30,22,104,35,1484,9
152,4.1864951768,2,22.2142857143,311,16,244,19,14,83,27,1485,9
158,3.9498432602,2,11.8148148148,319,28,285,46,27,62,25,1486,8
166,3.8459214502,0,16.55,331,25,288,30,20,68,21,1487,8
175,4.5651041667,1,27.4285714286,384,23,306,18,14,101,47,1488,8
191,3.9594017094,3,15.0967741935,468,23,401,35,31,90,24,1489,9
87,4.3354037267,1,17.8888888889,161,11,126,25,9,46,16,1490,6
285,4.7712854758,1,17.1142857143,599,47,431,91,35,215,95,1491,11
96,4.2733333333,1,18.75,150,6,116,9,8,40,15,1492,8
182,4.3385650224,0,18.5833333333,446,39,378,47,24,107,60,1493,11
236,4.4519650655,3,19.9130434783,458,29,387,50,23,100,53,1494,10
130,4.3481012658,0,39.5,316,23,260,18,8,79,22,1495,8
84,4.1278195489,1,16.625,133,8,114,10,8,27,16,1496,6
188,4.1796875,2,21.3333333333,384,28,317,36,18,95,45,1497,9
222,4.1563218391,2,31.0714285714,435,39,374,19,14,100,36,1498,8
225,4.3031784841,0,17.7826086957,409,35,335,58,23,109,28,1499,10
179,4.4119241192,0,18.45,369,29,294,39,20,104,44,1500,8
135,4.0882352941,2,10.5517241379,306,26,265,57,29,67,28,1501,8
236,4.1559454191,2,11.9302325581,513,36,437,56,43,112,58,1502,10
171,4.0661577608,1,15.72,393,28,328,43,25,93,35,1503,9
170,4.1737804878,1,17.2631578947,328,27,282,26,19,73,30,1504,8
197,4.3819951338,0,16.44,411,27,325,34,25,113,45,1505,9
158,4.2519083969,2,15.4117647059,262,28,234,28,17,56,22,1506,8
113,4.2052401747,1,16.3571428571,229,18,173,22,14,74,28,1507,9
121,4.1940298507,0,11.8235294118,201,19,171,26,17,49,18,1508,8
185,3.9263803681,5,48.9,489,33,424,25,10,98,27,1509,8
160,4.6463768116,1,16.4285714286,345,15,270,35,21,90,50,1510,8
156,3.9252669039,0,23.4166666667,281,16,232,16,12,65,15,1511,7
162,4.4589041096,1,12.6956521739,292,25,228,32,23,89,38,1512,8
61,4.8846153846,0,20.8,104,5,69,11,5,40,18,1513,5
124,4.3185595568,2,22.5625,361,18,286,25,16,93,38,1514,8
196,4.2898832685,0,13.5263157895,514,40,409,44,38,145,38,1515,10
143,4.7278688525,2,17.9411764706,305,31,240,25,17,96,38,1516,8
155,4.119760479,0,11.9285714286,334,20,287,39,28,67,27,1517,8
197,4.5616438356,5,11.5263157895,438,38,347,44,38,129,64,1518,10
99,3.6196319018,0,32.6,326,18,267,10,10,77,7,1519,8
193,4.3432835821,1,11.1666666667,335,27,269,35,30,93,32,1520,9
131,4.4420289855,0,14.5263157895,276,18,224,24,19,70,30,1521,8
238,4.4901574803,4,14.1111111111,508,43,416,71,36,135,66,1522,10
118,3.8295454545,1,52.8,264,18,232,5,5,50,19,1523,8
86,4.0555555556,0,12,144,11,115,14,12,40,10,1524,6
143,4.3837638376,0,16.9375,271,17,226,25,16,62,27,1525,8
212,4.3887587822,2,15.25,427,31,356,58,28,102,53,1526,10
166,4.609375,2,15.2380952381,320,28,226,36,21,122,39,1527,10
68,4.0620155039,0,21.5,129,3,91,6,6,41,10,1528,6
177,4.7297297297,1,18.5,333,19,265,28,18,87,47,1529,8
160,4.1341107872,0,14.9130434783,343,30,298,37,23,75,29,1530,8
150,4.0292207792,3,12.32,308,17,237,36,25,88,25,1531,8
154,4.231372549,1,14.1666666667,255,24,216,22,18,63,21,1532,6
95,4.0218579235,0,36.6,183,10,146,7,5,47,16,1533,6
181,3.8893905192,2,15.275862069,443,21,362,35,29,102,32,1534,9
105,4.0161290323,2,41.3333333333,248,13,195,11,6,66,19,1535,6
75,4.2421875,2,32,128,13,109,14,4,32,9,1536,4
137,3.8143712575,0,25.6923076923,334,17,281,19,13,70,23,1537,8
147,4.2276657061,1,10.5151515152,347,18,275,50,33,90,42,1538,9
171,4.1975683891,1,20.5625,329,14,261,33,16,82,36,1539,9
174,3.9101796407,1,17.5789473684,334,22,274,25,19,82,25,1540,8
140,4.2671232877,0,11.68,292,31,256,39,25,67,31,1541,8
255,4.3823529412,2,18.3076923077,476,33,372,38,26,137,52,1542,10
121,3.9848484848,1,13.2,264,12,214,26,20,62,11,1543,8
160,4.2760084926,0,18.84,471,31,390,41,25,112,52,1544,10
141,4.4647302905,0,20.0833333333,241,13,181,28,12,73,25,1545,8
216,4.3857142857,1,13.5483870968,420,35,341,52,31,114,41,1546,10
120,4.1880733945,1,11.4736842105,218,15,184,24,19,49,17,1547,7
130,4.3813229572,0,19.7692307692,257,12,209,34,13,60,23,1548,8
97,4.6569343066,0,15.2222222222,137,8,102,14,9,43,18,1549,6
164,4.1498637602,4,13.5925925926,367,25,304,32,27,88,34,1550,8
272,4.3492333901,3,13.9761904762,587,40,473,78,42,154,67,1551,9
114,4.1218637993,1,23.25,279,15,229,13,12,65,29,1552,6
179,4.3701799486,0,19.45,389,22,309,47,20,102,36,1553,7
189,4.2088772846,1,19.15,383,26,339,32,20,70,27,1554,8
39,4.72,0,25,50,4,40,2,2,14,10,1555,2
146,4.3250773994,0,14.0434782609,323,23,256,43,23,90,42,1556,8
175,4.0995024876,1,17.4782608696,402,21,319,53,23,104,36,1557,8
186,4.4243243243,0,12.7586206897,370,23,297,51,29,96,41,1558,8
107,4.4176470588,0,14.1666666667,170,10,135,24,12,45,26,1559,7
199,4.2646420824,5,13.9696969697,461,36,392,51,33,105,47,1560,9
188,4.2341463415,0,14.6428571429,410,26,341,44,28,95,39,1561,9
60,4.7857142857,0,16.3333333333,98,14,82,7,6,30,18,1562,4
93,4.0419161677,1,13.9166666667,167,5,127,20,12,45,15,1563,6
168,4.2465753425,0,12.1666666667,292,27,248,26,24,71,28,1564,8
181,3.845971564,5,14.0666666667,422,24,362,40,30,84,35,1565,8
153,4.4590163934,0,17.9411764706,305,15,227,33,17,93,33,1566,8
224,5.0551181102,0,16.5652173913,381,24,284,50,23,121,90,1567,11
148,4.2838427948,1,20.8181818182,229,16,200,23,11,45,19,1568,7
69,4.2567567568,0,21.1428571429,148,7,117,8,7,38,17,1569,5
236,4.0411214953,3,24.3181818182,535,22,440,50,22,117,37,1570,11
130,4.0097402597,0,28,308,20,247,23,11,81,31,1571,7
187,4.3941798942,0,15.75,378,17,310,37,24,85,44,1572,8
139,4.2162162162,0,17.9032258065,555,30,465,34,31,120,56,1573,10
203,4.2279411765,3,14.7027027027,544,41,442,41,37,143,47,1574,8
175,4.16359447,7,15.5,434,14,344,43,28,104,44,1575,9
138,4.1354166667,0,9.2903225806,288,12,238,33,31,62,20,1576,8
123,4.3050847458,1,15.7333333333,236,19,184,20,15,71,22,1577,8
159,4.0868055556,0,41.1428571429,288,19,223,8,7,84,21,1578,9
95,4.1581027668,0,19.4615384615,253,8,198,24,13,63,19,1579,8
123,3.8970588235,1,18.1333333333,272,18,228,22,15,62,20,1580,8
261,4.072,5,23.1481481481,625,33,510,47,27,148,49,1581,11
221,4.3943661972,4,12.1714285714,426,35,340,66,35,121,49,1582,10
163,3.903125,1,24.6153846154,320,20,267,24,13,73,20,1583,8
129,4.0445859873,3,15.7,314,30,276,22,20,68,24,1584,9
235,4.4552102377,0,14.0256410256,547,44,462,62,39,129,73,1585,9
115,4.5261044177,0,19.1538461538,249,11,192,18,13,68,32,1586,7
196,4.44,1,17.3076923077,450,42,361,42,26,131,54,1587,10
211,4.7903846154,1,17.3333333333,520,36,396,61,30,160,79,1588,10
